user_id,activity_count,activity_recency,activity_interval,activity_intensity
1,2.0,8.13815739736615,15.415094542774412,2.0
2,9.0,16.151657392624692,18.60557292679841,9.0
3,13.0,10.756238379634693,8.817984984368632,13.0
4,1.0,1.4771538019193826,4.074058799055862,1.0
5,1.0,11.3281448475056,4.053178386304768,1.0
6,12.0,2.7717595695011084,0.9704009512109835,12.0
7,16.0,1.5960937234462467,19.858817555400886,16.0
8,11.0,6.601702734290082,6.494157920052823,11.0
9,11.0,18.28815535637264,18.807437743666398,11.0
10,11.0,19.45024569546353,9.33343278031944,11.0
11,15.0,18.637030742834742,15.671572501394095,15.0
12,7.0,8.023767456193205,0.38411017184164065,7.0
13,8.0,11.790510931162475,8.810024507727947,8.0
14,12.0,12.542468248210195,2.7719380228945067,12.0
15,0.0,8.030328383880116,4.4991044989236695,0.0
16,15.0,12.37783619441897,5.571711989320822,15.0
17,6.0,18.454082999880896,11.768117267872412,6.0
18,11.0,1.5736739381875318,19.49458787235189,11.0
19,3.0,2.367068568513415,14.526206182085833,3.0
20,3.0,19.155254642940115,13.79906770123274,3.0
21,10.0,1.1846458509021376,16.06523876908546,10.0
22,18.0,4.417355845409,7.603727520403865,18.0
23,17.0,5.420365130815066,10.317129395396918,17.0
24,7.0,1.6031721119153057,6.7810582739415874,7.0
25,4.0,7.94201424594625,3.605508654283429,4.0
26,8.0,12.883386275606137,4.638107861628815,8.0
27,9.0,11.750659933011008,3.535057343699455,9.0
28,3.0,11.17822782355771,16.44058676662622,3.0
29,13.0,8.184815274699377,18.1538314008722,13.0
30,15.0,7.178091786648274,18.301224061633373,15.0
31,10.0,10.415197295572948,0.7068139259361073,10.0
32,3.0,16.814359929983784,2.285739430026581,3.0
33,20.0,7.651138061025852,10.877616806483987,20.0
34,17.0,18.408757739725463,8.641790705667384,17.0
35,2.0,6.512229232553916,16.993694149414885,2.0
36,14.0,10.370417753321954,12.24137461152906,14.0
37,7.0,7.675185593358701,3.3013401395323605,7.0
38,5.0,7.249530884603473,18.518967506750275,5.0
39,4.0,5.3272823658885065,4.62812394536277,4.0
40,1.0,14.795139227767393,5.3006199030398715,1.0
41,4.0,4.09101729198902,2.654284147831223,4.0
42,5.0,6.399127622685214,5.8031687449464116,5.0
43,15.0,19.093044638890305,8.51344348607122,15.0
44,17.0,8.46095135850166,5.063838029895411,17.0
45,5.0,1.7956616673003136,6.987262905374205,5.0
46,9.0,9.546182293148535,12.842033141679305,9.0
47,16.0,7.805393026487495,14.63772118484643,16.0
48,17.0,8.215981282329203,11.468481109163893,17.0
49,16.0,3.3722568513901656,6.861390292775054,16.0
50,13.0,3.4659688495617313,4.706416678473784,13.0
51,7.0,14.640786179828762,1.0964340761610236,7.0
52,13.0,9.376993427288358,4.000704168034317,13.0
53,1.0,2.2656896587532604,13.989198051957318,1.0
54,14.0,12.526485837009947,4.2542587015669,14.0
55,1.0,8.65239041014473,7.069203105852891,1.0
56,7.0,13.349265916835073,7.6367246244425235,7.0
57,19.0,15.30036623589023,3.8267669652293135,19.0
58,0.0,2.6683105281850628,0.6704736820122714,0.0
59,2.0,5.511043951056964,16.290883513998487,2.0
60,3.0,7.975914159974858,2.6948740923988113,3.0
61,6.0,18.302060896268554,12.456350956207473,6.0
62,3.0,17.49877204071519,10.895452226208489,3.0
63,0.0,2.262723560598639,7.504717815120654,0.0
64,20.0,19.712889906862202,15.747234469036115,20.0
65,16.0,17.92610335794693,10.213368333528905,16.0
66,11.0,16.3237244772305,9.792119139058787,11.0
67,20.0,2.1739602743830377,13.665458148527467,20.0
68,2.0,8.829107618184917,9.747929313495614,2.0
69,11.0,16.598692325031458,15.303093537282166,11.0
70,18.0,4.216881349882537,19.692560787492745,18.0
71,1.0,6.6192786213876875,0.5531722412576845,1.0
72,18.0,3.8676830999338874,18.009479648844533,18.0
73,1.0,5.397966113608763,13.18387187832252,1.0
74,2.0,6.374565963965196,18.705251239485378,2.0
75,6.0,11.148755630377659,12.017308883011404,6.0
76,20.0,13.163301886659973,0.6808530371441179,20.0
77,4.0,17.380455441494973,8.833346897181238,4.0
78,9.0,18.66520358557962,14.455436564308208,9.0
79,17.0,15.674584188154437,12.911133356769025,17.0
80,10.0,5.022742834257227,9.256629948759569,10.0
81,6.0,19.718583455938536,17.590371524178867,6.0
82,20.0,10.252310032886854,18.318779493332983,20.0
83,10.0,7.6121836818147575,7.164076935904545,10.0
84,4.0,19.14823500460398,3.1389755370213823,4.0
85,13.0,5.56411284323062,10.574233324996747,13.0
86,19.0,16.271553964628083,17.946588910281164,19.0
87,6.0,5.373705297467001,13.311782983667397,6.0
88,8.0,15.920755969000925,4.359470543050956,8.0
89,4.0,15.053420193146925,14.722602136208167,4.0
90,11.0,3.235073891476395,7.515214233421759,11.0
91,4.0,14.324216493149624,19.97882867594187,4.0
92,2.0,9.311307271818393,8.622530110393994,2.0
93,14.0,13.679572292687698,6.084660154647789,14.0
94,7.0,9.439238477016659,2.2907652014033553,7.0
95,17.0,14.69096114052382,14.120432992893196,17.0
96,13.0,15.731023405626622,6.159769392651895,13.0
97,10.0,16.219278608787352,12.448930559616752,10.0
98,2.0,6.467519368748404,8.762839843279446,2.0
99,16.0,14.249529285935706,1.9335433620078635,16.0
100,16.0,12.894152873288157,16.01486474901596,16.0
101,3.0,14.968366083254832,17.139084870337335,3.0
102,10.0,5.637087320280294,15.096904682098769,10.0
103,13.0,19.53901695872293,9.0015689584616,13.0
104,16.0,9.242429017513988,7.436520301669274,16.0
105,6.0,7.3995555055685,6.357666945710296,6.0
106,20.0,18.898967447446378,1.8631868753630276,20.0
107,16.0,19.32973263313465,0.4220745382435154,16.0
108,4.0,3.2594475191711116,17.96382695299412,4.0
109,19.0,4.566852537136887,1.8814985348548707,19.0
110,12.0,16.00677359336521,8.750992405411429,12.0
111,1.0,19.709187609233826,9.098407095559654,1.0
112,7.0,3.2961378274206523,10.008093790084814,7.0
113,1.0,17.277818749903773,15.672629090099417,1.0
114,11.0,19.10010439677986,19.95602746365625,11.0
115,11.0,16.62908010822389,14.23308558257798,11.0
116,15.0,12.578734006335463,1.2780613865964918,15.0
117,15.0,15.137112846350163,0.09446867968036399,15.0
118,4.0,4.903256496277013,15.010476358207343,4.0
119,16.0,12.031365357618462,19.803786345292053,16.0
120,0.0,10.024223414093338,4.243802114345902,0.0
121,14.0,8.051641727096953,12.29769847444494,14.0
122,1.0,3.411208370095428,19.749799515867053,1.0
123,20.0,18.832375509457144,7.144371385102984,20.0
124,2.0,14.550277582688615,10.760559204673692,2.0
125,13.0,11.687432695501235,13.297120738694542,13.0
126,4.0,3.8197799048759835,0.19873908629387538,4.0
127,13.0,4.934917896315095,13.46673637692284,13.0
128,16.0,2.364406474756206,15.406069994599097,16.0
129,12.0,11.135933196500167,10.761307429430815,12.0
130,17.0,7.691064304855899,0.5432618917393239,17.0
131,10.0,18.821499019912682,13.756474156967293,10.0
132,18.0,3.6168305372796112,2.474208645285725,18.0
133,8.0,9.908820401525732,19.008128866897206,8.0
134,3.0,11.953882311878289,0.7163705931911046,3.0
135,14.0,15.902428147730177,3.391524595783,14.0
136,18.0,6.2527808637689315,5.20860632900934,18.0
137,18.0,14.693909870135732,16.541255478621796,18.0
138,0.0,4.811674861873306,18.343946847718296,0.0
139,15.0,4.338260298930275,9.995217715208453,15.0
140,9.0,15.773478372579696,12.324288329141329,9.0
141,17.0,8.160832545088482,12.697674515111801,17.0
142,2.0,17.18423552161946,2.4378186583215644,2.0
143,5.0,5.424423007830879,7.869790720663001,5.0
144,14.0,17.494925672616997,10.029114282271408,14.0
145,7.0,4.494125262990144,11.315823658007606,7.0
146,8.0,12.343117670678609,5.67653093726233,8.0
147,6.0,3.6392988997105378,0.10773183356730609,6.0
148,17.0,9.20579738814147,19.57605294980196,17.0
149,8.0,19.95452156389731,0.6192320150122832,8.0
150,4.0,18.20556373163295,16.07136160906969,4.0
151,7.0,10.786590552162098,12.764464668736288,7.0
152,2.0,19.121255242993925,17.618827387218477,2.0
153,19.0,14.313701953585714,17.083078955913056,19.0
154,20.0,1.9004109017468298,18.37785217250241,20.0
155,1.0,3.492960711420864,19.355214953637272,1.0
156,13.0,9.511371933466428,17.362075610232978,13.0
157,5.0,3.1683830479808175,0.9800272877165783,5.0
158,14.0,1.4688822840194533,4.8938789780501875,14.0
159,7.0,10.545306652963706,18.976116296106625,7.0
160,20.0,19.395746007331084,10.30432930112793,20.0
161,18.0,8.38452797742828,0.7239998919269297,18.0
162,3.0,8.415531944847867,6.701013325297689,3.0
163,17.0,3.7094508117872027,11.096183735122967,17.0
164,6.0,3.617984440626102,14.04796720596906,6.0
165,0.0,10.166729351554558,2.5677211413502343,0.0
166,20.0,7.55213208777784,10.487118073937275,20.0
167,13.0,5.6154310676555985,16.706129710949668,13.0
168,20.0,14.055585040072932,11.142079661227271,20.0
169,10.0,12.652837821316021,5.491773340368747,10.0
170,12.0,19.521863025634396,15.46331686564723,12.0
171,7.0,11.475132202595846,16.456478597392664,7.0
172,16.0,18.0288623504156,6.378579664047244,16.0
173,16.0,18.25207119444807,17.126162882892523,16.0
174,7.0,11.977612283352011,11.628763608856278,7.0
175,9.0,4.698858656826509,9.914095707242993,9.0
176,20.0,4.799326146734845,19.503569867027082,20.0
177,16.0,8.45306466114074,5.4343238853069975,16.0
178,3.0,14.127902798226412,15.811777006220192,3.0
179,16.0,1.6053255958847163,11.303605079877194,16.0
180,6.0,3.645514582945509,16.466438602667996,6.0
181,3.0,7.225865190210067,6.784903017176531,3.0
182,11.0,8.638046516932867,14.843023638051507,11.0
183,14.0,10.971183231366213,5.296249862987519,14.0
184,12.0,5.527620529547247,16.317084938660727,12.0
185,11.0,10.69002431702831,12.794016745543562,11.0
186,1.0,9.579923743252873,10.464555838054256,1.0
187,5.0,16.51927673523501,2.412785008231839,5.0
188,4.0,14.762244008914434,8.032671466865171,4.0
189,4.0,8.859162593874338,11.068788348311303,4.0
190,1.0,13.121704245320052,6.367354892071613,1.0
191,10.0,11.450940198975047,16.50129769470522,10.0
192,11.0,2.5820838480888564,19.224937458216726,11.0
193,16.0,15.442230861461761,18.324347239740042,16.0
194,5.0,9.311395664796587,4.827506672425943,5.0
195,4.0,1.6816468593515288,10.169381897836807,4.0
196,0.0,18.984584868962756,4.446715973614723,0.0
197,1.0,10.762158152324051,6.623856872679694,1.0
198,6.0,3.7887418056309006,12.237340848547035,6.0
199,9.0,2.2784183799184397,0.4567216686329023,9.0
200,1.0,13.069826031348994,1.0856801010763828,1.0
201,1.0,2.850409844072968,18.400665300976623,1.0
202,0.0,2.5368851919181,10.423329930413828,0.0
203,1.0,8.74415544589388,4.755657770244319,1.0
204,13.0,15.488291463937264,7.4979727913017635,13.0
205,15.0,12.86396164427396,11.924318985491647,15.0
206,17.0,9.973940584424327,13.473476767977104,17.0
207,17.0,1.17437941341693,6.6506186832244545,17.0
208,1.0,15.142878648942192,0.028174276920518437,1.0
209,3.0,10.15511590209822,15.525206460849873,3.0
210,11.0,8.60169120910933,9.28537921007785,11.0
211,10.0,14.170496790186567,1.9529825888857832,10.0
212,7.0,9.950605110729574,14.941288586148122,7.0
213,8.0,4.749669097151317,10.909027658306263,8.0
214,1.0,3.0367074151172857,9.455776602971081,1.0
